customer_id,months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,insured_sex,capital-gains,capitalloss,incident_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_model
10884,115,31,OH,1000,1051.67,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Ambulance,18,3,YES,0,3,NO,34160,0,4270,29890,A5
10885,280,48,IL,1000,1387.35,MALE,0,72000,Single Vehicle Collision,Minor Damage,Fire,16,1,NO,2,2,?,61320,10220,10220,40880,M5
10886,254,45,IL,500,1083.64,MALE,59800,0,Multi-vehicle Collision,Total Loss,Police,19,3,YES,0,0,?,79680,13280,13280,53120,3 Series
10887,141,30,IL,1000,1851.78,FEMALE,78800,0,Single Vehicle Collision,Total Loss,Fire,13,1,NO,1,0,YES,61740,6860,6860,48020,A3
10888,441,55,IN,500,1270.29,MALE,24000,50500,Parked Car,Minor Damage,None,4,1,NO,0,0,NO,6400,640,640,5120,Civic
10889,381,55,OH,500,1459.99,FEMALE,35900,0,Single Vehicle Collision,Major Damage,Fire,8,1,YES,1,2,YES,60600,12120,6060,42420,TL
10890,191,38,IL,2000,1253.44,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Ambulance,19,3,NO,2,0,NO,56320,10240,5120,40960,Jetta
10891,145,34,IN,1000,1142.48,FEMALE,0,0,Single Vehicle Collision,Total Loss,Ambulance,18,1,YES,2,0,NO,52250,9500,4750,38000,Legacy
10892,479,60,IL,1000,1188.45,FEMALE,0,44800,Multi-vehicle Collision,Total Loss,Other,9,2,?,0,3,?,53900,5390,10780,37730,95
10893,215,35,IL,1000,1125.4,MALE,40000,43400,Vehicle Theft,Trivial Damage,None,6,1,?,2,1,NO,2640,220,440,1980,Wrangler
10894,41,33,OH,500,1294.41,MALE,0,0,Vehicle Theft,Minor Damage,None,8,1,YES,0,0,?,8970,1380,1380,6210,Neon
10895,45,31,IN,500,1459.5,MALE,0,0,Parked Car,Minor Damage,None,6,1,?,1,3,?,6000,1000,1000,4000,Impreza
10896,156,38,IL,500,1367.99,MALE,26500,0,Multi-vehicle Collision,Major Damage,Fire,23,3,?,0,3,?,55200,11040,5520,38640,92x
10897,246,45,IN,500,1594.37,MALE,0,0,Parked Car,Trivial Damage,None,13,1,NO,0,3,YES,7260,660,1320,5280,92x
10898,178,39,IL,500,1035.99,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Police,3,3,NO,2,0,?,64680,11760,11760,41160,Wrangler
10899,237,43,OH,500,911.53,FEMALE,53200,0,Single Vehicle Collision,Major Damage,Police,23,1,NO,0,1,NO,59200,0,11840,47360,Malibu
10900,127,34,OH,500,1319.97,FEMALE,73700,0,Vehicle Theft,Minor Damage,None,8,1,YES,1,3,?,4700,470,940,3290,92x
10901,1,33,OH,2000,1391.63,MALE,61200,0,Single Vehicle Collision,Total Loss,Other,23,1,YES,0,3,NO,69400,6940,6940,55520,C300
10902,5,21,IN,500,915.41,FEMALE,0,0,Single Vehicle Collision,Total Loss,Police,23,1,YES,0,0,NO,40500,4050,4050,32400,Pathfinder
10903,64,28,IL,1000,1468.82,MALE,56800,51800,Multi-vehicle Collision,Minor Damage,Fire,9,3,NO,2,1,NO,60000,5000,10000,45000,Accord
10904,142,30,IN,500,1412.76,MALE,66400,63700,Single Vehicle Collision,Minor Damage,Other,22,1,YES,2,3,NO,67320,11220,11220,44880,Jetta
10905,97,27,OH,500,1588.26,FEMALE,56700,49300,Multi-vehicle Collision,Total Loss,Other,22,3,YES,2,1,YES,75690,8410,8410,58870,95
10906,121,31,IN,1000,1140.91,MALE,51300,0,Multi-vehicle Collision,Major Damage,Fire,15,3,NO,1,2,?,64300,6430,6430,51440,Silverado
10907,225,43,OH,1000,1517.54,MALE,0,20900,Multi-vehicle Collision,Major Damage,Police,16,3,NO,2,0,YES,64400,6440,6440,51520,X5
10908,425,53,OH,2000,912.29,FEMALE,42900,39100,Multi-vehicle Collision,Minor Damage,Fire,17,3,?,1,2,?,97080,16180,16180,64720,92x
10909,285,44,OH,2000,1144.3,MALE,52600,0,Vehicle Theft,Minor Damage,Police,3,1,YES,1,0,?,5500,500,500,4500,Civic
10910,192,38,IN,1000,1281.43,FEMALE,65100,50300,Multi-vehicle Collision,Total Loss,Other,10,3,?,0,2,NO,30700,3070,6140,21490,Wrangler
10911,285,48,IL,2000,1101.85,FEMALE,46100,0,Single Vehicle Collision,Minor Damage,Police,9,1,NO,1,2,YES,33480,3720,3720,26040,Pathfinder
10912,98,26,IN,2000,1082.1,MALE,0,30900,Multi-vehicle Collision,Total Loss,Police,13,2,?,0,1,YES,65430,14540,7270,43620,Wrangler
10913,175,36,OH,500,1185.44,MALE,44900,52500,Multi-vehicle Collision,Major Damage,Police,15,3,YES,2,1,YES,42680,3880,7760,31040,RSX
10914,259,45,IL,2000,1175.07,MALE,30100,0,Single Vehicle Collision,Minor Damage,Fire,23,1,?,1,1,NO,87780,7980,7980,71820,CRV
10915,140,36,OH,2000,979.26,FEMALE,0,67000,Multi-vehicle Collision,Major Damage,Fire,2,4,YES,0,2,YES,72800,14560,14560,43680,Accord
10916,231,37,OH,500,920.81,FEMALE,0,0,Single Vehicle Collision,Major Damage,Fire,14,1,YES,2,0,?,71190,0,7910,63280,C300
10917,186,38,OH,500,922.85,MALE,70300,70900,Vehicle Theft,Trivial Damage,None,7,1,?,1,1,YES,3600,400,400,2800,Civic
10918,229,41,OH,2000,1107.59,MALE,65400,0,Single Vehicle Collision,Major Damage,Other,23,1,NO,1,3,NO,62640,10440,10440,41760,C300
10919,180,36,IL,500,1272.46,MALE,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,7,3,YES,2,1,?,69630,12660,6330,50640,Corolla
10920,188,33,IL,1000,1340.24,MALE,0,68800,Multi-vehicle Collision,Minor Damage,Police,8,3,YES,1,0,?,76010,13820,6910,55280,RAM
10921,214,40,OH,1000,1648,MALE,57700,43500,Single Vehicle Collision,Total Loss,Other,17,1,NO,1,0,YES,44220,8040,4020,32160,MDX
10922,178,38,IL,500,1381.14,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Other,10,3,NO,0,3,NO,57200,5200,10400,41600,M5
10923,55,35,IL,500,1198.44,MALE,0,0,Vehicle Theft,Minor Damage,Police,9,1,NO,0,3,NO,3080,560,560,1960,Ultima
10924,90,31,OH,2000,951.27,FEMALE,42100,0,Single Vehicle Collision,Total Loss,Other,2,1,YES,1,0,YES,75790,13780,6890,55120,RSX
10925,135,30,IN,2000,1341.24,FEMALE,37100,46500,Multi-vehicle Collision,Minor Damage,Ambulance,18,3,NO,0,1,NO,32670,5940,2970,23760,Accord
10926,277,46,IL,2000,1177.57,FEMALE,0,65500,Vehicle Theft,Minor Damage,Police,4,1,?,2,3,NO,3870,430,860,2580,Wrangler
10927,211,38,IN,1000,1055.09,FEMALE,0,0,Single Vehicle Collision,Total Loss,Fire,12,1,?,0,3,YES,91520,8320,16640,66560,X6
10928,156,32,IL,500,1479.48,MALE,0,0,Single Vehicle Collision,Major Damage,Other,15,1,YES,1,3,YES,74690,6790,13580,54320,RAM
10929,84,30,IN,2000,1827.38,MALE,0,15900,Vehicle Theft,Trivial Damage,Police,9,1,YES,1,3,?,4620,420,840,3360,A5
10930,136,32,IN,500,1169.62,FEMALE,0,0,Single Vehicle Collision,Major Damage,Police,6,1,YES,0,0,NO,55000,10000,10000,35000,Camry
10931,310,48,IN,500,1516.34,FEMALE,11000,0,Multi-vehicle Collision,Major Damage,Police,11,4,YES,0,2,NO,59400,13200,6600,39600,93
10932,123,34,OH,2000,1270.21,FEMALE,16100,61200,Multi-vehicle Collision,Total Loss,Fire,13,3,NO,1,1,?,55260,6140,0,49120,Ultima
10933,243,44,IL,500,809.11,MALE,33200,0,Multi-vehicle Collision,Minor Damage,Other,4,3,?,2,1,YES,51400,5140,10280,35980,Civic
10934,36,37,IL,1000,1115.81,FEMALE,0,59800,Multi-vehicle Collision,Minor Damage,Ambulance,20,3,YES,1,3,?,48780,5420,10840,32520,Neon
10935,146,31,OH,1000,1457.65,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Ambulance,0,3,NO,1,3,?,52380,5820,5820,40740,Highlander
10936,154,34,OH,1000,1041.36,FEMALE,53100,43900,Multi-vehicle Collision,Total Loss,Other,18,4,?,2,3,YES,74360,13520,13520,47320,Highlander
10937,204,40,OH,1000,1693.83,MALE,44000,20800,Single Vehicle Collision,Minor Damage,Police,6,1,?,1,0,?,53400,5340,5340,42720,CRV
10938,458,59,IN,1000,1685.69,FEMALE,31400,0,Single Vehicle Collision,Total Loss,Police,23,1,?,2,2,YES,71800,14360,14360,43080,Grand Cherokee
10939,147,31,IN,500,1054.92,FEMALE,51900,0,Single Vehicle Collision,Major Damage,Other,4,1,?,0,0,?,68240,8530,0,59710,Corolla
10940,279,45,IN,2000,1333.97,FEMALE,61100,30700,Multi-vehicle Collision,Major Damage,Other,21,3,?,1,0,?,61050,11100,11100,38850,RAM
10941,308,47,OH,1000,1013.61,FEMALE,45700,41400,Parked Car,Minor Damage,None,7,1,?,1,1,YES,5590,860,860,3870,Impreza
10942,284,48,IL,500,958.3,FEMALE,47900,0,Multi-vehicle Collision,Major Damage,Fire,19,3,?,0,0,?,46860,8520,8520,29820,Passat
10943,108,31,IN,2000,1112.04,FEMALE,52800,54300,Parked Car,Minor Damage,None,5,1,NO,1,3,NO,4290,780,780,2730,Passat
10944,421,57,IN,2000,1206.26,FEMALE,69900,0,Multi-vehicle Collision,Minor Damage,Police,22,3,YES,0,0,NO,78500,15700,7850,54950,A3
10945,266,42,IL,1000,763.67,MALE,12800,49700,Single Vehicle Collision,Total Loss,Police,12,1,YES,1,3,YES,70830,7870,7870,55090,Grand Cherokee
10946,412,56,IL,500,1042.56,MALE,0,66100,Multi-vehicle Collision,Total Loss,Police,19,3,NO,0,2,NO,68040,15120,7560,45360,Forrestor
10947,31,32,IL,2000,1263.48,FEMALE,46800,87300,Single Vehicle Collision,Major Damage,Fire,10,1,?,2,0,?,63600,5300,10600,47700,A5
10948,465,63,IL,500,1006.99,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Other,7,1,NO,0,3,?,43560,4840,4840,33880,Legacy
10949,126,31,OH,1000,1328.26,MALE,42300,45800,Single Vehicle Collision,Total Loss,Police,17,1,NO,1,1,NO,60840,13520,6760,40560,Forrestor
10950,407,55,OH,1000,1250.08,FEMALE,0,57700,Multi-vehicle Collision,Total Loss,Police,0,3,?,2,3,YES,68160,11360,11360,45440,Escape
10951,101,27,IL,500,982.7,FEMALE,30800,43700,Parked Car,Minor Damage,None,9,1,NO,1,0,NO,5170,940,470,3760,Camry
10952,187,37,IN,1000,1412.06,FEMALE,60100,0,Single Vehicle Collision,Total Loss,Ambulance,21,1,?,0,3,?,57700,5770,5770,46160,Maxima
10953,252,46,IN,2000,1066.7,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Other,22,3,NO,0,2,NO,89520,14920,14920,59680,A3
10954,229,43,IN,2000,1585.54,MALE,42600,44400,Vehicle Theft,Minor Damage,None,3,1,NO,1,0,YES,4620,420,840,3360,Jetta
10955,246,39,IN,1000,1416.08,FEMALE,0,36600,Single Vehicle Collision,Minor Damage,Ambulance,16,1,YES,0,3,?,45180,5020,5020,35140,CRV
10956,190,38,OH,500,1246.03,MALE,61900,50000,Single Vehicle Collision,Total Loss,Other,14,1,YES,0,0,NO,45100,9020,4510,31570,Maxima
10957,95,32,IN,2000,1356.64,MALE,67800,48600,Multi-vehicle Collision,Total Loss,Police,21,3,YES,0,3,YES,83160,15120,15120,52920,Camry
10958,205,42,IL,2000,1387.7,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Police,19,1,NO,2,1,NO,86130,15660,15660,54810,Silverado
10959,41,25,OH,1000,1004.14,MALE,35400,0,Multi-vehicle Collision,Major Damage,Fire,13,3,NO,1,3,NO,48000,9600,4800,33600,RAM
10960,137,35,OH,500,1107.07,FEMALE,0,45300,Vehicle Theft,Minor Damage,Police,21,1,NO,0,0,YES,3300,600,600,2100,92x
10961,194,34,IL,500,1429.96,FEMALE,67800,0,Multi-vehicle Collision,Minor Damage,Ambulance,11,3,NO,1,2,YES,57200,11440,5720,40040,Camry
10962,128,35,IN,1000,1074.99,FEMALE,0,48800,Vehicle Theft,Trivial Damage,Police,16,1,?,2,0,?,7590,1380,690,5520,MDX
10963,150,37,OH,1000,1007,FEMALE,30400,89400,Single Vehicle Collision,Total Loss,Police,9,1,NO,0,2,?,80080,12320,12320,55440,Silverado
10964,104,30,OH,500,1052.85,FEMALE,0,70100,Vehicle Theft,Minor Damage,Police,8,1,NO,0,0,YES,4800,960,480,3360,3 Series
10965,163,37,IN,1000,1200.33,FEMALE,0,36400,Vehicle Theft,Minor Damage,Police,7,1,?,2,1,YES,3900,390,780,2730,Jetta
10966,80,26,IL,1000,1343,MALE,64600,0,Single Vehicle Collision,Minor Damage,Other,12,1,?,0,0,NO,90400,9040,9040,72320,3 Series
10967,65,29,OH,2000,1441.6,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Other,21,3,YES,0,0,?,62900,6290,12580,44030,Grand Cherokee
10968,179,32,OH,1000,1433.42,FEMALE,53800,0,Single Vehicle Collision,Major Damage,Police,4,1,YES,1,2,NO,54200,5420,10840,37940,Ultima
10969,372,50,OH,2000,1368.57,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Police,18,3,NO,2,2,YES,51800,5180,10360,36260,MDX
10970,398,55,OH,500,862.19,MALE,69400,0,Vehicle Theft,Trivial Damage,Police,7,1,?,2,3,?,6600,600,1200,4800,MDX
10971,213,35,OH,500,871.46,MALE,58500,77700,Single Vehicle Collision,Total Loss,Fire,13,1,YES,2,0,YES,74140,13480,6740,53920,Escape
10972,79,25,OH,500,1863.04,FEMALE,53400,35200,Single Vehicle Collision,Total Loss,Fire,0,1,NO,2,1,?,67800,13560,6780,47460,C300
10973,232,44,OH,2000,1181.64,MALE,25800,0,Single Vehicle Collision,Major Damage,Fire,22,1,?,1,1,YES,55400,5540,11080,38780,Grand Cherokee
10974,230,37,IL,1000,1060.74,MALE,0,51500,Single Vehicle Collision,Major Damage,Ambulance,15,1,YES,2,3,?,49100,9820,4910,34370,Impreza
10975,234,41,IN,500,951.56,FEMALE,59400,78600,Multi-vehicle Collision,Major Damage,Police,3,3,NO,2,1,?,98280,15120,7560,75600,Tahoe
10976,240,40,IN,500,1533.71,FEMALE,0,70900,Multi-vehicle Collision,Total Loss,Fire,18,2,YES,0,2,?,66550,6050,12100,48400,Escape
10977,143,33,OH,1000,1200.09,FEMALE,38400,5700,Multi-vehicle Collision,Major Damage,Fire,17,3,?,2,2,?,70400,14080,7040,49280,RSX
10978,266,42,IN,500,1093.83,MALE,0,49600,Multi-vehicle Collision,Major Damage,Ambulance,18,3,?,1,1,NO,53280,4440,8880,39960,Impreza
10979,89,32,IN,1000,988.93,FEMALE,27600,0,Single Vehicle Collision,Total Loss,Other,11,1,?,2,3,YES,84590,15380,15380,53830,Neon
10980,229,37,IN,1000,1331.94,FEMALE,0,55400,Single Vehicle Collision,Total Loss,Other,17,1,NO,0,2,YES,54560,9920,9920,34720,95
10981,245,40,IL,1000,1361.45,MALE,39300,0,Single Vehicle Collision,Minor Damage,Ambulance,12,1,YES,0,2,YES,82170,7470,7470,67230,Forrestor
10982,50,44,OH,2000,1188.51,MALE,0,65800,Multi-vehicle Collision,Total Loss,Police,15,3,?,1,2,NO,61100,6110,12220,42770,Neon
10983,230,43,IN,2000,1101.83,MALE,28900,0,Multi-vehicle Collision,Minor Damage,Police,0,3,?,0,3,YES,51900,5190,10380,36330,M5
10984,17,39,IL,1000,840.95,FEMALE,32500,80800,Parked Car,Trivial Damage,Police,9,1,?,2,1,?,3440,430,430,2580,Legacy
10985,163,36,IN,1000,1503.21,MALE,55700,49900,Single Vehicle Collision,Total Loss,Ambulance,1,1,YES,2,1,NO,51390,5710,11420,34260,Corolla
10986,29,32,OH,1000,1722.5,MALE,0,21500,Single Vehicle Collision,Major Damage,Other,22,1,?,0,2,?,76900,7690,7690,61520,Wrangler
10987,232,42,IN,500,944.03,MALE,0,58400,Single Vehicle Collision,Minor Damage,Other,11,1,YES,2,3,?,77000,15400,7700,53900,Highlander
10988,235,39,IL,2000,1453.61,MALE,0,0,Single Vehicle Collision,Major Damage,Other,10,1,?,0,3,?,60320,9280,9280,41760,Tahoe
10989,295,46,IN,500,1672.88,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Fire,5,1,YES,1,1,NO,60700,12140,6070,42490,Civic
10990,22,21,IN,1000,1248.05,FEMALE,37500,54000,Multi-vehicle Collision,Total Loss,Police,3,3,YES,1,2,?,53280,5920,0,47360,Malibu
10991,286,43,IL,500,1564.43,FEMALE,77500,32800,Single Vehicle Collision,Minor Damage,Fire,18,1,?,2,2,YES,34290,3810,3810,26670,Grand Cherokee
10992,257,44,OH,1000,1280.88,MALE,59400,32200,Single Vehicle Collision,Total Loss,Other,21,1,NO,0,1,NO,46980,0,5220,41760,TL
10993,94,26,IN,500,722.66,MALE,50300,0,Multi-vehicle Collision,Major Damage,Fire,6,3,YES,1,2,YES,36700,3670,7340,25690,Pathfinder
10994,124,28,OH,1000,1235.14,MALE,0,32100,Multi-vehicle Collision,Total Loss,Other,20,3,?,0,1,?,60200,6020,6020,48160,Passat
10995,141,30,IN,1000,1347.04,MALE,0,82100,Parked Car,Minor Damage,None,6,1,?,1,2,YES,6480,540,1080,4860,Civic
10996,3,38,OH,1000,1310.8,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Fire,20,1,YES,0,1,?,87200,17440,8720,61040,Accord
10997,285,41,IL,1000,1436.79,FEMALE,70900,0,Single Vehicle Collision,Major Damage,Fire,23,1,YES,2,3,?,108480,18080,18080,72320,Passat
10998,130,34,OH,500,1383.49,FEMALE,35100,0,Multi-vehicle Collision,Minor Damage,Police,4,3,?,2,3,YES,67500,7500,7500,52500,Impreza
10999,458,62,IL,2000,1356.92,MALE,0,0,Single Vehicle Collision,Major Damage,Other,2,1,?,0,1,YES,46980,5220,5220,36540,A5
11000,456,60,OH,1000,766.19,FEMALE,0,0,Parked Car,Minor Damage,Police,6,1,?,0,3,?,5060,460,920,3680,E400
